tweet_id,dog_stages
728035342121635841,pupper
728015554473250816,pupper
727524757080539137,pupper
727314416056803329,pupper
725786712245440512,pupper
724405726123311104,pupper
724004602748780546,pupper
721001180231503872,pupper
720340705894408192,pupper
719704490224398336,pupper
717790033953034240,pupper
717009362452090881,pupper
716447146686459905,pupper
712309440758808576,pupper
711968124745228288,pupper
711008018775851008,pupper
710117014656950272,pupper
708845821941387268,pupper
707411934438625280,pupper
707315916783140866,pupper
706310011488698368,pupper
705975130514706432,pupper
705428427625635840,pupper
704859558691414016,pupper
704761120771465216,pupper
704347321748819968,pupper
704134088924532736,pupper
703611486317502464,pupper
703407252292673536,pupper
703268521220972544,pupper
702598099714314240,pupper
701805642395348998,pupper
701545186879471618,pupper
700864154249383937,pupper
700151421916807169,pupper
700143752053182464,pupper
699801817392291840,pupper
699434518667751424,pupper
699036661657767936,pupper
697616773278015490,pupper
697596423848730625,pupper
696877980375769088,pupper
696713835009417216,pupper
696518437233913856,pupper
696100768806522880,pupper
695095422348574720,pupper
695074328191332352,pupper
694329668942569472,pupper
693629975228977152,pupper
693590843962331137,pupper
693262851218264065,pupper
693095443459342336,pupper
692905862751522816,pupper
692828166163931137,pupper
692752401762250755,pupper
692417313023332352,pupper
690015576308211712,pupper
689905486972461056,pupper
689623661272240129,pupper
689143371370250240,pupper
688916208532455424,pupper
688894073864884227,pupper
688519176466644993,pupper
688179443353796608,pupper
687818504314159109,pupper
687704180304273409,pupper
687476254459715584,pupper
687312378585812992,pupper
687096057537363968,pupper
686760001961103360,pupper
686683045143953408,pupper
686618349602762752,pupper
686377065986265092,pupper
686007916130873345,pupper
685943807276412928,pupper
685667379192414208,pupper
685641971164143616,pupper
685547936038666240,pupper
685268753634967552,pupper
685169283572338688,pupper
684880619965411328,pupper
684830982659280897,pupper
684588130326986752,pupper
684147889187209216,pupper
683834909291606017,pupper
683828599284170753,pupper
683481228088049664,pupper
683462770029932544,pupper
683142553609318400,pupper
683111407806746624,pupper
683078886620553216,pupper
682788441537560576,pupper
682406705142087680,pupper
681891461017812993,pupper
681694085539872773,pupper
681679526984871937,pupper
681654059175129088,pupper
681231109724700672,pupper
680836378243002368,pupper
680473011644985345,pupper
680191257256136705,pupper
680176173301628928,pupper
680145970311643136,pupper
680100725817409536,pupper
679828447187857408,pupper
679777920601223168,pupper
679527802031484928,pupper
679503373272485890,pupper
678800283649069056,pupper
678708137298427904,pupper
678389028614488064,pupper
678341075375947776,pupper
678278586130948096,pupper
677557565589463040,pupper
677269281705472000,pupper
676936541936185344,pupper
676916996760600576,pupper
676819651066732545,pupper
676617503762681856,pupper
676603393314578432,pupper
676593408224403456,pupper
676575501977128964,pupper
676470639084101634,pupper
676263575653122048,pupper
675898130735476737,pupper
675845657354215424,pupper
675740360753160193,pupper
675334060156301312,pupper
675113801096802304,pupper
675006312288268288,pupper
674774481756377088,pupper
674737130913071104,pupper
674638615994089473,pupper
674447403907457024,pupper
674318007229923329,pupper
674262580978937856,pupper
674038233588723717,pupper
673956914389192708,pupper
673919437611909120,pupper
673707060090052608,pupper
673697980713705472,pupper
673656262056419329,pupper
673612854080196609,pupper
673363615379013632,pupper
673342308415348736,pupper
673295268553605120,pupper
673148804208660480,pupper
672988786805112832,pupper
672975131468300288,pupper
672970152493887488,pupper
672898206762672129,pupper
672622327801233409,pupper
672614745925664768,pupper
672594978741354496,pupper
672481316919734272,pupper
672254177670729728,pupper
672205392827572224,pupper
672160042234327040,pupper
889665388333682689,puppo
889531135344209921,puppo
878776093423087618,puppo
874012996292530176,puppo
867421006826221569,puppo
859607811541651456,puppo
855851453814013952,puppo
825535076884762624,puppo
825026590719483904,puppo
822872901745569793,puppo
819952236453363712,puppo
803773340896923648,puppo
802239329049477120,puppo
793195938047070209,puppo
790946055508652032,puppo
787717603741622272,puppo
784183165795655680,puppo
780931614150983680,puppo
756275833623502848,puppo
752519690950500352,puppo
751132876104687617,puppo
744995568523612160,puppo
743253157753532416,puppo
738537504001953792,puppo
892420643555336193,None
892177421306343426,None
891815181378084864,None
891689557279858688,None
891327558926688256,None
891087950875897856,None
890971913173991426,None
890729181411237888,None
890609185150312448,None
890006608113172480,None
889880896479866881,None
889638837579907072,None
889278841981685760,None
888917238123831296,None
888804989199671297,None
888554962724278272,None
888078434458587136,None
887705289381826560,None
887517139158093824,None
887473957103951883,None
887343217045368832,None
887101392804085760,None
886983233522544640,None
886736880519319552,None
886680336477933568,None
886258384151887873,None
885984800019947520,None
885528943205470208,None
885518971528720385,None
885167619883638784,None
884925521741709313,None
884876753390489601,None
884562892145688576,None
884441805382717440,None
884247878851493888,None
883838122936631299,None
883482846933004288,None
883117836046086144,None
882992080364220416,None
882627270321602560,None
882268110199369728,None
882045870035918850,None
881906580714921986,None
881666595344535552,None
881268444196462592,None
880935762899988482,None
880872448815771648,None
880465832366813184,None
880221127280381952,None
880095782870896641,None
879862464715927552,None
879492040517615616,None
879415818425184262,None
879376492567855104,None
879050749262655488,None
879008229531029506,None
878604707211726852,None
878281511006478336,None
878057613040115712,None
877736472329191424,None
877556246731214848,None
877316821321428993,None
877201837425926144,None
876537666061221889,None
876484053909872640,None
876120275196170240,None
875747767867523072,None
875144289856114688,None
875097192612077568,None
875021211251597312,None
874680097055178752,None
874057562936811520,None
873580283840344065,None
872820683541237760,None
872620804844003328,None
872486979161796608,None
872261713294495745,None
872122724285648897,None
871879754684805121,None
871032628920680449,None
870804317367881728,None
870656317836468226,None
870374049280663552,None
870308999962521604,None
870063196459192321,None
869772420881756160,None
869702957897576449,None
869227993411051520,None
868880397819494401,None
868622495443632128,None
868552278524837888,None
867900495410671616,None
867774946302451713,None
867051520902168576,None
866720684873056260,None
866686824827068416,None
866334964761202691,None
865718153858494464,None
865359393868664832,None
865006731092295680,None
864873206498414592,None
864279568663928832,None
864197398364647424,None
863907417377173506,None
863553081350529029,None
863432100342583297,None
863062471531167744,None
862831371563274240,None
862722525377298433,None
862457590147678208,None
862096992088072192,None
861383897657036800,None
861288531465048066,None
861005113778896900,None
860563773140209665,None
860524505164394496,None
860276583193509888,None
860184849394610176,None
859924526012018688,None
859851578198683649,None
859196978902773760,None
859074603037188101,None
858471635011153920,None
858107933456039936,None
857989990357356544,None
857746408056729600,None
857393404942143489,None
857263160327368704,None
857029823797047296,None
856543823941562368,None
856282028240666624,None
855857698524602368,None
855818117272018944,None
855459453768019968,None
854732716440526848,None
854482394044301312,None
854365224396361728,None
853760880890318849,None
853639147608842240,None
853299958564483072,None
852912242202992640,None
852672615818899456,None
852553447878664193,None
852311364735569921,None
852226086759018497,None
852189679701164033,None
851591660324737024,None
851464819735769094,None
851224888060895234,None
850753642995093505,None
850380195714523136,None
850145622816686080,None
849776966551130114,None
849412302885593088,None
849336543269576704,None
849051919805034497,None
848690551926992896,None
848324959059550208,None
848212111729840128,None
847962785489326080,None
847842811428974592,None
847606175596138505,None
847251039262605312,None
847157206088847362,None
847116187444137987,None
846874817362120707,None
846505985330044928,None
846153765933735936,None
846139713627017216,None
846042936437604353,None
845812042753855489,None
845677943972139009,None
844973813909606400,None
844704788403113984,None
844580511645339650,None
844223788422217728,None
843981021012017153,None
843856843873095681,None
843604394117681152,None
843235543001513987,None
842846295480000512,None
842765311967449089,None
842535590457499648,None
842163532590374912,None
842115215311396866,None
841680585030541313,None
841439858740625411,None
841320156043304961,None
841314665196081154,None
841077006473256960,None
840696689258311684,None
840632337062862849,None
840370681858686976,None
840268004936019968,None
839990271299457024,None
839549326359670784,None
839239871831150596,None
838952994649550848,None
838921590096166913,None
838561493054533637,None
838476387338051585,None
838083903487373313,None
837482249356513284,None
837471256429613056,None
837366284874571778,None
836989968035819520,None
836677758902222849,None
836260088725786625,None
836001077879255040,None
835574547218894849,None
835297930240217089,None
835264098648616962,None
835172783151792128,None
835152434251116546,None
834931633769889797,None
834786237630337024,None
834458053273591808,None
834209720923721728,None
834167344700198914,None
834086379323871233,None
833863086058651648,None
833826103416520705,None
833722901757046785,None
833479644947025920,None
832757312314028032,None
832682457690300417,None
832645525019123713,None
832636094638288896,None
832397543355072512,None
832369877331693569,None
831911600680497154,None
831670449226514432,None
831650051525054464,None
831552930092285952,None
831309418084069378,None
831262627380748289,None
830956169170665475,None
830583320585068544,None
830097400375152640,None
829861396166877184,None
829501995190984704,None
829141528400556032,None
829011960981237760,None
828770345708580865,None
828708714936930305,None
828650029636317184,None
828409743546925057,None
828408677031882754,None
828376505180889089,None
828372645993398273,None
828361771580813312,None
828046555563323392,None
828011680017821696,None
827653905312006145,None
827600520311402496,None
827324948884643840,None
827199976799354881,None
826598365270007810,None
826240494070030336,None
826115272272650244,None
825876512159186944,None
825829644528148480,None
825147591692263424,None
824775126675836928,None
824663926340194305,None
824297048279236611,None
824025158776213504,None
823939628516474880,None
823699002998870016,None
823581115634085888,None
823322678127919110,None
822975315408461824,None
822859134160621569,None
822610361945911296,None
822489057087389700,None
822244816520155136,None
821886076407029760,None
821522889702862852,None
821149554670182400,None
821044531881721856,None
820749716845686786,None
820690176645140481,None
820314633777061888,None
820078625395449857,None
819711362133872643,None
819588359383371776,None
819347104292290561,None
819227688460238848,None
818627210458333184,None
818614493328580609,None
818536468981415936,None
818259473185828864,None
818145370475810820,None
817908911860748288,None
817827839487737858,None
817536400337801217,None
817423860136083457,None
817415592588222464,None
817171292965273600,None
817120970343411712,None
817056546584727552,None
816816676327063552,None
816697700272001025,None
816450570814898180,None
816336735214911488,None
816091915477250048,None
815990720817401858,None
815736392542261248,None
815639385530101762,None
815390420867969024,None
814638523311648768,None
814530161257443328,None
814153002265309185,None
813812741911748608,None
813800681631023104,None
813217897535406080,None
813187593374461952,None
813172488309972993,None
813157409116065792,None
813142292504645637,None
813112105746448384,None
813081950185472002,None
813066809284972545,None
813051746834595840,None
812781120811126785,None
812709060537683968,None
812503143955202048,None
812466873996607488,None
812372279581671427,None
811985624773361665,None
811744202451197953,None
811627233043480576,None
810984652412424192,None
810896069567610880,None
810657578271330305,None
810284430598270976,None
810254108431155201,None
809920764300447744,None
809448704142938112,None
809220051211603969,None
809084759137812480,None
808838249661788160,None
808501579447930884,None
808344865868283904,None
808001312164028416,None
807106840509214720,None
807010152071229440,None
806629075125202948,None
806576416489959424,None
806542213899489280,None
806219024703037440,None
805932879469572096,None
805826884734976000,None
805520635690676224,None
805487436403003392,None
805207613751304193,None
804738756058218496,None
804475857670639616,None
804026241225523202,None
803380650405482500,None
803276597545603072,None
802952499103731712,None
802600418706604034,None
802572683846291456,None
802323869084381190,None
801958328846974976,None
801538201127157760,None
801285448605831168,None
801167903437357056,None
800751577355128832,None
800513324630806528,None
800141422401830912,None
799422933579902976,None
799297110730567681,None
799063482566066176,None
798933969379225600,None
798925684722855936,None
798209839306514432,None
797545162159308800,None
797236660651966464,None
796865951799083009,None
796759840936919040,None
796387464403357696,None
796149749086875649,None
796125600683540480,None
796116448414461957,None
796080075804475393,None
796031486298386433,None
795400264262053889,None
795076730285391872,None
794926597468000259,None
794332329137291264,None
793962221541933056,None
793845145112371200,None
793601777308463104,None
793500921481273345,None
793286476301799424,None
793271401113350145,None
793256262322548741,None
793241302385262592,None
793226087023144960,None
793210959003287553,None
793180763617361921,None
793165685325201412,None
793150605191548928,None
793135492858580992,None
793120401413079041,None
792913359805018113,None
792883833364439040,None
792773781206999040,None
792394556390137856,None
792050063153438720,None
791774931465953280,None
791672322847637504,None
791406955684368384,None
791312159183634433,None
790987426131050500,None
790698755171364864,None
790581949425475584,None
790337589677002753,None
790277117346975746,None
789986466051088384,None
789628658055020548,None
789599242079838210,None
789530877013393408,None
789314372632018944,None
789268448748703744,None
789137962068021249,None
788908386943430656,None
788765914992902144,None
788412144018661376,None
788178268662984705,None
788150585577050112,None
788039637453406209,None
787810552592695296,None
787397959788929025,None
787322443945877504,None
786963064373534720,None
786709082849828864,None
786664955043049472,None
786595970293370880,None
786286427768250368,None
786233965241827333,None
785927819176054784,None
785872687017132033,None
785533386513321988,None
785515384317313025,None
785264754247995392,None
785170936622350336,None
784826020293709826,None
784517518371221505,None
784431430411685888,None
784057939640352768,None
783839966405230592,None
783821107061198850,None
783695101801398276,None
783466772167098368,None
783391753726550016,None
783334639985389568,None
783085703974514689,None
782969140009107456,None
782722598790725632,None
782598640137187329,None
781955203444699136,None
781661882474196992,None
781524693396357120,None
781251288990355457,None
781163403222056960,None
780858289093574656,None
780800785462489090,None
780601303617732608,None
780543529827336192,None
780459368902959104,None
780192070812196864,None
779834332596887552,None
779123168116150273,None
779056095788752897,None
778990705243029504,None
778764940568104960,None
778748913645780993,None
778650543019483137,None
778624900596654080,None
778408200802557953,None
778383385161035776,None
778286810187399168,None
777885040357281792,None
777684233540206592,None
777621514455814149,None
777189768882946048,None
776813020089548800,None
776201521193218049,None
776088319444877312,None
775842724423557120,None
775729183532220416,None
775350846108426240,None
775085132600442880,None
774757898236878852,None
774639387460112384,None
774314403806253056,None
773922284943896577,None
773704687002451968,None
773670353721753600,None
773308824254029826,None
773247561583001600,None
773191612633579521,None
772877495989305348,None
772826264096874500,None
772581559778025472,None
772152991789019136,None
772117678702071809,None
772114945936949249,None
772102971039580160,None
771770456517009408,None
771500966810099713,None
771380798096281600,None
771136648247640064,None
771102124360998913,None
771014301343748096,None
770787852854652928,None
770772759874076672,None
770655142660169732,None
770414278348247044,None
770293558247038976,None
770069151037685760,None
769940425801170949,None
769695466921623552,None
769212283578875904,None
768970937022709760,None
768855141948723200,None
768609597686943744,None
768596291618299904,None
768473857036525572,None
767884188863397888,None
767754930266464257,None
767500508068192258,None
767122157629476866,None
766793450729734144,None
766693177336135680,None
766423258543644672,None
766313316352462849,None
766069199026450432,None
766008592277377025,None
765719909049503744,None
765669560888528897,None
765395769549590528,None
765222098633691136,None
764857477905154048,None
764259802650378240,None
763837565564780549,None
763183847194451968,None
763103485927849985,None
762699858130116608,None
762471784394268675,None
762464539388485633,None
762316489655476224,None
762035686371364864,None
761976711479193600,None
761745352076779520,None
761672994376806400,None
761599872357261312,None
761334018830917632,None
761292947749015552,None
761227390836215808,None
761004547850530816,None
760656994973933572,None
760641137271070720,None
760539183865880579,None
760290219849637889,None
760252756032651264,None
760190180481531904,None
759923798737051648,None
759846353224826880,None
759557299618865152,None
759447681597108224,None
759446261539934208,None
759197388317847553,None
759099523532779520,None
759047813560868866,None
758854675097526272,None
758740312047005698,None
758474966123810816,None
758467244762497024,None
758405701903519748,None
758355060040593408,None
758099635764359168,None
758041019896193024,None
757741869644341248,None
757725642876129280,None
757611664640446465,None
757596066325864448,None
757400162377592832,None
757354760399941633,None
756998049151549440,None
756651752796094464,None
756303284449767430,None
756288534030475264,None
755110668769038337,None
754856583969079297,None
754747087846248448,None
754482103782404096,None
754449512966619136,None
754120377874386944,None
754011816964026368,None
753655901052166144,None
753420520834629632,None
753398408988139520,None
753375668877008896,None
753294487569522689,None
753039830821511168,None
753026973505581056,None
752932432744185856,None
752917284578922496,None
752568224206688256,None
752173152931807232,None
751937170840121344,None
751830394383790080,None
751793661361422336,None
751598357617971201,None
751538714308972544,None
751251247299190784,None
751205363882532864,None
750719632563142656,None
750429297815552001,None
750147208377409536,None
750132105863102464,None
750117059602808832,None
750101899009982464,None
750086836815486976,None
750056684286914561,None
750041628174217216,None
750026558547456000,None
749996283729883136,None
749981277374128128,None
749774190421639168,None
749403093750648834,None
749395845976588288,None
749064354620928000,None
749036806121881602,None
748977405889503236,None
748705597323898880,None
748699167502000129,None
748575535303884801,None
748568946752774144,None
748346686624440324,None
748324050481647620,None
748307329658011649,None
748220828303695873,None
747933425676525569,None
747885874273214464,None
747844099428986880,None
747816857231626240,None
747648653817413632,None
747600769478692864,None
747594051852075008,None
747512671126323200,None
747461612269887489,None
747439450712596480,None
747219827526344708,None
747204161125646336,None
747103485104099331,None
746872823977771008,None
746790600704425984,None
746757706116112384,None
746726898085036033,None
746507379341139972,None
746369468511756288,None
746131877086527488,None
746056683365994496,None
745789745784041472,None
745712589599014916,None
745422732645535745,None
745314880350101504,None
745074613265149952,None
745057283344719872,None
744971049620602880,None
744709971296780288,None
744334592493166593,None
743980027717509120,None
743895849529389061,None
743609206067040256,None
743595368194129920,None
743545585370791937,None
743510151680958465,None
743210557239623680,None
742528092657332225,None
742423170473463808,None
742385895052087300,None
742161199639494656,None
741793263812808706,None
741438259667034112,None
741303864243200000,None
741099773336379392,None
740995100998766593,None
740711788199743490,None
740699697422163968,None
740373189193256964,None
740365076218183684,None
740359016048689152,None
740214038584557568,None
739979191639244800,None
739932936087216128,None
739844404073074688,None
739544079319588864,None
739485634323156992,None
738885046782832640,None
738883359779196928,None
738402415918125056,None
738184450748633089,None
738166403467907072,None
738156290900254721,None
737826014890496000,None
737800304142471168,None
737678689543020544,None
737322739594330112,None
737310737551491075,None
736736130620620800,None
736225175608430592,None
736010884653420544,None
735991953473572864,None
735635087207878657,None
735274964362878976,None
734912297295085568,None
734787690684657664,None
734776360183431168,None
734559631394082816,None
733828123016450049,None
733482008106668032,None
733460102733135873,None
732732193018155009,None
732726085725589504,None
732585889486888962,None
732005617171337216,None
731285275100512256,None
731156023742988288,None
730924654643314689,None
730427201120833536,None
730211855403241472,None
730196704625098752,None
729854734790754305,None
729823566028484608,None
729463711119904772,None
729113531270991872,None
728986383096946689,None
728760639972315136,None
728751179681943552,None
728653952833728512,None
728409960103686147,None
728387165835677696,None
728046963732717569,None
727685679342333952,None
727286334147182592,None
727175381690781696,None
727155742655025152,None
726935089318363137,None
726887082820554753,None
726828223124897792,None
726224900189511680,None
725842289046749185,None
725729321944506368,None
725458796924002305,None
724983749226668032,None
724049859469295616,None
724046343203856385,None
723912936180330496,None
723688335806480385,None
723673163800948736,None
723179728551723008,None
722974582966214656,None
722613351520608256,None
721503162398597120,None
720785406564900865,None
720775346191278080,None
720415127506415616,None
720389942216527872,None
720059472081784833,None
720043174954147842,None
719551379208073216,None
719367763014393856,None
719339463458033665,None
719332531645071360,None
718971898235854848,None
718939241951195136,None
718631497683582976,None
718613305783398402,None
718540630683709445,None
718460005985447936,None
718454725339934721,None
718246886998687744,None
718234618122661888,None
717841801130979328,None
717537687239008257,None
717428917016076293,None
717421804990701568,None
717047459982213120,None
716802964044845056,None
716791146589110272,None
716730379797970944,None
716439118184652801,None
716285507865542656,None
715928423106027520,None
715758151270801409,None
715733265223708672,None
715704790270025728,None
715696743237730304,None
715680795826982913,None
715360349751484417,None
715342466308784130,None
715220193576927233,None
715200624753819648,None
715009755312439296,None
714982300363173890,None
714962719905021952,None
714957620017307648,None
714631576617938945,None
714606013974974464,None
714485234495041536,None
714258258790387713,None
714251586676113411,None
714214115368108032,None
714141408463036416,None
713919462244790272,None
713909862279876608,None
713900603437621249,None
713761197720473600,None
713411074226274305,None
713177543487135744,None
713175907180089344,None
712809025985978368,None
712717840512598017,None
712668654853337088,None
712438159032893441,None
712097430750289920,None
712092745624633345,None
712085617388212225,None
712065007010385924,None
711743778164514816,None
711732680602345472,None
711694788429553666,None
711652651650457602,None
711363825979756544,None
711306686208872448,None
710997087345876993,None
710844581445812225,None
710833117892898816,None
710658690886586372,None
710609963652087808,None
710588934686908417,None
710296729921429505,None
710283270106132480,None
710272297844797440,None
710269109699739648,None
710153181850935296,None
710140971284037632,None
709918798883774466,None
709901256215666688,None
709852847387627521,None
709566166965075968,None
709556954897764353,None
709519240576036864,None
709449600415961088,None
709409458133323776,None
709225125749587968,None
709207347839836162,None
709198395643068416,None
709179584944730112,None
709158332880297985,None
709042156699303936,None
708853462201716736,None
708834316713893888,None
708810915978854401,None
708738143638450176,None
708711088997666817,None
708479650088034305,None
708469915515297792,None
708400866336894977,None
708356463048204288,None
708349470027751425,None
708149363256774660,None
708130923141795840,None
708119489313951744,None
708109389455101952,None
708026248782585858,None
707995814724026368,None
707969809498152960,None
707776935007539200,None
707741517457260545,None
707738799544082433,None
707693576495472641,None
707629649552134146,None
707610948723478529,None
707420581654872064,None
707387676719185920,None
707377100785885184,None
707297311098011648,None
707059547140169728,None
707038192327901184,None
707021089608753152,None
707014260413456384,None
706904523814649856,None
706901761596989440,None
706681918348251136,None
706644897839910912,None
706593038911545345,None
706538006853918722,None
706516534877929472,None
706346369204748288,None
706291001778950144,None
706265994973601792,None
706169069255446529,None
706166467411222528,None
706153300320784384,None
705970349788291072,None
705898680587526145,None
705591895322394625,None
705475953783398401,None
705442520700944385,None
705239209544720384,None
705223444686888960,None
705102439679201280,None
705066031337840642,None
704847917308362754,None
704819833553219584,None
704499785726889984,None
704480331685040129,None
704364645503647744,None
704113298707505153,None
704054845121142784,None
703774238772166656,None
703769065844768768,None
703631701117943808,None
703382836347330562,None
703356393781329922,None
703079050210877440,None
703041949650034688,None
702932127499816960,None
702899151802126337,None
702684942141153280,None
702671118226825216,None
702539513671897089,None
702332542343577600,None
702321140488925184,None
702276748847800320,None
702217446468493312,None
701981390485725185,None
701952816642965504,None
701889187134500865,None
701601587219795968,None
701570477911896070,None
701214700881756160,None
700890391244103680,None
700847567345688576,None
700796979434098688,None
700747788515020802,None
700518061187723268,None
700505138482569216,None
700462010979500032,None
700167517596164096,None
700062718104104960,None
700029284593901568,None
700002074055016451,None
699788877217865730,None
699779630832685056,None
699775878809702401,None
699691744225525762,None
699446877801091073,None
699423671849451520,None
699413908797464576,None
699370870310113280,None
699323444782047232,None
699088579889332224,None
699079609774645248,None
699072405256409088,None
699060279947165696,None
698989035503689728,None
698953797952008193,None
698907974262222848,None
698710712454139905,None
698703483621523456,None
698635131305795584,None
698549713696649216,None
698355670425473025,None
698342080612007937,None
698262614669991936,None
698195409219559425,None
698178924120031232,None
697995514407682048,None
697990423684476929,None
697943111201378304,None
697881462549430272,None
697630435728322560,None
697575480820686848,None
697516214579523584,None
697482927769255936,None
697463031882764288,None
697270446429966336,None
697259378236399616,None
697255105972801536,None
697242256848379904,None
696900204696625153,None
696894894812565505,None
696886256886657024,None
696754882863349760,None
696744641916489729,None
696488710901260288,None
696405997980676096,None
695816827381944320,None
695794761660297217,None
695629776980148225,None
695446424020918272,None
695409464418041856,None
695314793360662529,None
695064344191721472,None
695051054296211456,None
694925794720792577,None
694905863685980160,None
694669722378485760,None
694352839993344000,None
694342028726001664,None
694206574471057408,None
694183373896572928,None
694001791655137281,None
693993230313091072,None
693942351086120961,None
693647888581312512,None
693642232151285760,None
693622659251335168,None
693486665285931008,None
693280720173801472,None
693267061318012928,None
693231807727280129,None
693155686491000832,None
693109034023534592,None
692919143163629568,None
692901601640583168,None
692894228850999298,None
692568918515392513,None
692535307825213440,None
692530551048294401,None
692187005137076224,None
692158366030913536,None
692041934689402880,None
692017291282812928,None
691820333922455552,None
691793053716221953,None
691756958957883396,None
691675652215414786,None
691483041324204033,None
691459709405118465,None
691444869282295808,None
691416866452082688,None
691321916024623104,None
691096613310316544,None
691090071332753408,None
690989312272396288,None
690959652130045952,None
690938899477221376,None
690932576555528194,None
690735892932222976,None
690728923253055490,None
690690673629138944,None
690649993829576704,None
690597161306841088,None
690400367696297985,None
690374419777196032,None
690360449368465409,None
690348396616552449,None
690248561355657216,None
690021994562220032,None
690005060500217858,None
689999384604450816,None
689977555533848577,None
689877686181715968,None
689835978131935233,None
689661964914655233,None
689659372465688576,None
689599056876867584,None
689557536375177216,None
689517482558820352,None
689289219123089408,None
689283819090870273,None
689280876073582592,None
689275259254616065,None
689255633275777024,None
689154315265683456,None
688908934925697024,None
688898160958271489,None
688828561667567616,None
688804835492233216,None
688789766343622656,None
688547210804498433,None
688385280030670848,None
688211956440801280,None
688116655151435777,None
688064179421470721,None
687841446767013888,None
687826841265172480,None
687807801670897665,None
687732144991551489,None
687664829264453632,None
687494652870668288,None
687480748861947905,None
687460506001633280,None
687399393394311168,None
687317306314240000,None
687127927494963200,None
687124485711986689,None
687109925361856513,None
687102708889812993,None
686947101016735744,None
686749460672679938,None
686730991906516992,None
686606069955735556,None
686394059078897668,None
686386521809772549,None
686358356425093120,None
686286779679375361,None
686050296934563840,None
686034024800862208,None
686003207160610816,None
685973236358713344,None
685906723014619143,None
685663452032069632,None
685532292383666176,None
685325112850124800,None
685321586178670592,None
685315239903100929,None
685198997565345792,None
684959798585110529,None
